WKT,name,description
"POLYGON ((106.7272078 -6.0899954, 106.6990554 -6.0940921, 106.6846358 -6.0975059, 106.6990554 -6.1118437, 106.690129 -6.121402, 106.690129 -6.1371045, 106.6846358 -6.145297, 106.6846358 -6.1616815, 106.7086684 -6.1794309, 106.7258345 -6.1958144, 106.7175948 -6.216293, 106.7409407 -6.2285798, 106.7519271 -6.2517874, 106.753987 -6.2743115, 106.7704665 -6.2981996, 106.7787062 -6.3173093, 106.8089186 -6.3179917, 106.7999922 -6.3446076, 106.7910659 -6.3596211, 106.808232 -6.3671276, 106.8185317 -6.3575738, 106.8350112 -6.3534792, 106.8439376 -6.3411954, 106.8521773 -6.3357358, 106.8562972 -6.3527968, 106.8645369 -6.3568914, 106.87209 -6.3541617, 106.8823897 -6.3739517, 106.8988692 -6.3712221, 106.9112288 -6.3623507, 106.9187819 -6.3541617, 106.9201552 -6.3336884, 106.9215285 -6.3145794, 106.9235884 -6.3009296, 106.9091689 -6.2913745, 106.9077956 -6.2695338, 106.9064223 -6.2558828, 106.9222151 -6.2449618, 106.9386946 -6.2490572, 106.9483077 -6.238136, 106.9531142 -6.2135626, 106.9682204 -6.1978623, 106.9744002 -6.1739696, 106.9730269 -6.1391527, 106.9668471 -6.0968231, 106.9270217 -6.0988714, 106.895436 -6.0975059, 106.8665969 -6.1084299, 106.8233382 -6.1207192, 106.7993056 -6.1104782, 106.7793929 -6.1043334, 106.7498671 -6.1009197, 106.7272078 -6.0899954))",Kota DKI Jakarta,
