WKT,name,description
"POLYGON ((110.0276524 -7.8889242, 110.181461 -7.9650936, 110.3078038 -8.0113325, 110.464359 -8.1173899, 110.7280308 -8.1853607, 110.8406407 -8.1989535, 110.8241612 -8.155455, 110.7857091 -8.1337039, 110.7609898 -8.0439685, 110.7692296 -7.9678137, 110.7829625 -7.8698797, 110.7582432 -7.8154618, 110.6346471 -7.8127407, 110.5632359 -7.7991351, 110.5110509 -7.7773651, 110.4780919 -7.7311002, 110.4725987 -7.6385551, 110.4314 -7.5432672, 110.4066807 -7.6058873, 110.3270299 -7.6576101, 110.2748448 -7.6929958, 110.2528721 -7.6494438, 110.1869542 -7.6521659, 110.1182896 -7.6521659, 110.1402623 -7.6957177, 110.1182896 -7.7637583, 110.0578648 -7.8236249, 110.0276524 -7.8889242))",DIY Ypgyakarta,
