WKT,name,description
"POLYGON ((106.7803756 -6.3190932, 106.7755691 -6.3347897, 106.7659561 -6.3545803, 106.7453569 -6.35731, 106.7398637 -6.3709582, 106.7343706 -6.3948417, 106.731624 -6.4303236, 106.7384905 -6.4344175, 106.7549699 -6.4296412, 106.7776289 -6.4385113, 106.7841522 -6.4565924, 106.804408 -6.4473813, 106.8208874 -6.4760371, 106.8593392 -6.4780838, 106.8813118 -6.4637562, 106.8902381 -6.4378291, 106.8964179 -6.3989359, 106.9060308 -6.4071242, 106.9142705 -6.3832413, 106.9211369 -6.3750526, 106.8977912 -6.3764174, 106.8723855 -6.3607221, 106.8490396 -6.3422966, 106.8318736 -6.3566276, 106.8188274 -6.3648166, 106.7954817 -6.3648166, 106.7917527 -6.3562102, 106.7927351 -6.3409317, 106.8002881 -6.330695, 106.802348 -6.3225055, 106.7803756 -6.3190932))",Depok,
